Key,Value
2050,"法师公会是跨省组织[/center]
由五位大魔导师组成的委员会领导，致力于[/center]
magicka的研究和应用。我们的学生[/中心]
调制了一些比较流行的药剂[/center]
以及我们以合理价格提供的神奇物品[/center]
价格。我们还有各种标准法术[/center]
和药水原料，也出售。另外，[/中心]
我们的研究适用于[/center]所有认真的学生
magicka 希望创造自己的咒语。[/center]
[/中心]
当然，法师公会不仅仅是好奇心[/center]
店铺。被判定有资格加入法师公会的人[/center]
可以进入[/center]的图书馆和实验室
每一个描述。当然，不是一下子全部完成，但是[/center]
逐步地。必须小心谁是谁[/center]
信任具有强大的力量。[/center]
[/中心]
毕竟，法师公会就是[/center]
责任。[/中心]
[/中心]
您有兴趣加入吗？[/center]
[/结尾]","The Mages Guild is an inter-provincial organization[/center]
under a council of five archmagisters, dedicated to[/center]
the study and application of magicka. Our students[/center]
have concocted a number of the more popular potions[/center]
and magical items which we offer at reasonable[/center]
prices. We also have a variety of standard spells[/center]
and potion ingredients, also for sale. In addition,[/center]
our study is available for all serious students of[/center]
magicka wishing to create their own spells.[/center]
[/center]
Of course, the Mages Guild is no mere curiosity[/center]
shop. Persons judged worthy to join the Mages Guild[/center]
are given access to libraries and laboratories of[/center]
every description. Not all at once, of course, but[/center]
gradually. One has to be careful about whom one[/center]
trusts with great power.[/center]
[/center]
After all, the Mages Guild is all about[/center]
responsibility.[/center]
[/center]
Are you perhaps interested in joining?[/center]
[/end]"
2111,"刺客非常令人畏惧和尊敬，因为他们[/center]
利用夜晚进行隐蔽，他们的狡猾[/center]
给予致命的打击。即使是安全锁也无法[/center]
留下刺客之刃。最重要的刺客[/center]
技能有：暴击、背刺、潜行、[/center]
短刃、长刃和钝器。[/center]
你希望你的角色成为刺客吗？[/center]
[/结尾]","Assassins are much feared and respected, for they[/center]
use the night for concealment, and their cunning to[/center]
strike deadly blows. Even secure locks cannot[/center]
stay the Assassin's blade. The most important Assassin[/center]
skills are: Critical Striking, Backstabbing, Stealth,[/center]
Short Blade, Long Blade, and Blunt Weapon.[/center]
Do you wish your character to be an Assassin?[/center]
[/end]"
2104,"治疗师使用他们的魔法来治疗伤害[/center]
并治愈疾病。他们的作用主要是[/center]
防御性质。治疗师最重要的技能[/center]
分别是：恢复、医疗、闪避、奇术、[/center]
神秘主义和改变。[/center]
你希望你的角色成为一名治疗者吗？[/center]
[/结尾]","Healers use their magic to treat injuries[/center]
and cure illnesses. Their function is primarily[/center]
defensive in nature. The most important skills to a Healer[/center]
are: Restoration, Medical, Dodging, Thaumaturgy,[/center]
Mysticism, and Alteration.[/center]
Do you wish your character to be a Healer?[/center]
[/end]"
4023,"你必须给自己时间[/center]
反思一下您接受过的培训[/center]
今天到目前为止。[/center]
[/记录]
你不能一对一地训练[/center]
一日之功。[/center]
[/结尾]","You must give yourself time to[/center]
reflect on what you've trained in[/center]
so far today.[/center]
[/record]
You cannot train in one than one[/center]
skill in a single day.[/center]
[/end]"
3506,"很好，%pcn。如果你[/中心]
改变主意，返回。我们可以[/中心]
任何时候都可以进行这个仪式。[/center]
[/记录]
不？好吧，如果你愿意的话就回来吧。我可以[/中心]
每当[/center]时产生%dts
你已经做好了更好的准备。[/center]
[/结尾]","Very well, %pcn. If you[/center]
change your mind, return. We can[/center]
perform this ritual anytime.[/center]
[/record]
No? Well, return if you desire. I can[/center]
bring forth %dts whenever[/center]
you are better prepared.[/center]
[/end]"
4224,"贫民窟[/记录]
都市冒险[/完]","slumming[/record]
urban adventure[/end]"
4407,"古代暗杀艺术[/记录]
使任何一击致命的方法[/结束]","the ancient arts of assassination[/record]
methods to make any blow a fatal one[/end]"
4242,火花咒[/结束],Spark spell[/end]
4261,学习如何与皇城当地人强硬对话[/结束],learning how to talk tough with the Imperial City locals[/end]
4303,施放光疗法术[/结束],cast Light Healing spells[/end]
4247,解除魔法咒语[/结束],Dispel Magicka spell[/end]
1267,"沉默[/中心]
持续时间：%bdr + %adr 每 %cld 级别[/center]
几率：每 %clc 等级 %bch + %ach[/center]
震级：%1bm - %2bm + %1am - %2am[/center]
每 %clm 级别[/center]
“使目标沉默，无法施展法术。[/center]
基本成功几率为 %bch，每 %clc 等级加上 %ach[/center]
施法者的。沉默持续 %bdr 轮，加上[/center]
施法者每 %cld 等级 %adr 轮。""[/center]
[/结尾]","Silence[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Silences target, making casting spells impossible.[/center]
Base chance of success is %bch, plus %ach every %clc level(s)[/center]
of the caster. Silence lasts %bdr round(s), plus[/center]
%adr round(s) for every %cld level(s) of caster.""[/center]
[/end]"
4425,攀爬[/结束],climbing[/end]
4656,"商人[/记录]
投机者[/记录]
金融家[/完]","a merchant[/record]
a speculator[/record]
a financier[/end]"
4444,"革命性的[/记录]
无政府主义者[/完]","revolutionary[/record]
anarchist[/end]"
4753,"要求你的方式[/记录]
获得尊重[/结束]","demand your way[/record]
command respect[/end]"
4713,"公开内战的爆发[/记录]
联盟的破坏[/记录]
军阀农奴的反抗[/结束]","an outbreak of open civil war[/record]
the destruction of alliances[/record]
a revolt of the warlord's serfs[/end]"
4764,说哈比语[/结束],speak the Harpies tongue[/end]
5237,"立功立业，忠诚不渝[/中心]
为了%fon的理想，你[/center]
已被授予%lev称号[/center]
订单内。作为你同胞的象征[/center]
骑士们的估计，我们选择呈现[/center]
你有了一件新的盔甲。恭喜你，[/中心]
%lev %pcn。[/中心]
[/结尾]","For meritous service and unswerving loyalty[/center]
to the ideals of %fon, you[/center]
have been awarded the title of %lev[/center]
within the Order. As a symbol of your fellow[/center]
knights' estimation, we have elected to present[/center]
you with a new piece of armor. Congratulations,[/center]
%lev %pcn.[/center]
[/end]"
6102,"地面[/记录]
河床[/记录]
峡谷[/记录]
沟壑[/记录]
土壤[/记录]
表土[/记录]
草皮[/记录]
摇滚[/记录]
石头[/记录]
砾石[/记录]
尘埃[/完]","Ground[/record]
Riverbed[/record]
Gorge[/record]
Gully[/record]
Soil[/record]
Topsoil[/record]
Sod[/record]
Rock[/record]
Stone[/record]
Gravel[/record]
Dust[/end]"
6206,"棕色[/记录]
棕色[/记录]
棕色[/记录]
栗色[/记录]
奥本[/记录]
铜奖[/记录]
铜[/记录]
赤褐色[/记录]
可可[/记录]
咖啡[/记录]
土褐色[/记录]
谭[/完]","Brown[/record]
Brown[/record]
Brown[/record]
Sorrel[/record]
Auburn[/record]
Bronze[/record]
Copper[/record]
Russet[/record]
Cocoa[/record]
Coffee[/record]
Drab[/record]
Tan[/end]"
6103,"岸边[/记录]
海岸[/记录]
海边[/记录]
湖岸[/记录]
斯特朗[/记录]
海滩[/记录]
银行[/记录]
海边[/记录]
海岸[/记录]
潮汐地[/记录]
海岸线[/记录]
海滨[/记录]
金沙[/记录]
银行[/记录]
阿利克[/结束]","Shore[/record]
Coast[/record]
Seashore[/record]
Lakeshore[/record]
Strand[/record]
Beach[/record]
Bank[/record]
Seaside[/record]
Seacoast[/record]
Tideland[/record]
Shoreline[/record]
Waterfront[/record]
Sands[/record]
Bank[/record]
Alik'r[/end]"
7225,"%1com。你能告诉我在哪里可以找到 %key 吗？[/record]
%1com。我希望你能引导我找到 %key。[/record]
%1com。也许你可以引导我找到%key？[/record]
%1com。我非常感谢您前往 %key 的指示。[/record]
%1com。你熟悉%key的下落吗？[/end]","%1com. Can you tell me where I might find %key?[/record]
%1com. I hoped you might direct me to %key.[/record]
%1com. Perhaps you can guide me toward %key?[/record]
%1com. I'd appreciate your directions to %key.[/record]
%1com. Are you familiar with the whereabouts of %key?[/end]"
8206,"%dn 洞穴[/记录]
%dn 洞穴[/记录]
%dn 的洞穴[/记录]
%dn 的洞穴[/记录]
%dn 的石窟[/记录]
%dn 石窟[/记录]
%dn 的巢穴[/记录]
%dn 的洞[/记录]
%dn 漏洞[/记录]
%dn 空心[/记录]
%dn的坑[/record]
%dn 的巢穴[/结束]","The %dn Cavern[/record]
The %dn Cave[/record]
The Cave of %dn[/record]
The Cavern of %dn[/record]
The Grotto of %dn[/record]
The %dn Grotto[/record]
The Lair of %dn[/record]
The Hole of %dn[/record]
The %dn Hole[/record]
%dn Hollow[/record]
The Pit of %dn[/record]
The Den of %dn[/end]"
7294,"你永远可以信赖我，%pcf。 %hnt[/记录]
你磨利了我的刀片，现在我也磨利你的。 %hnt2[/记录]
当然，请给我喝酒的朋友。 %hnt2[/记录]
。 %hnt2 至少盗贼公会是这么说的。[/record]
%hnt2 黑暗兄弟会到处都是。[/end]","Youse can always count on me, %pcf. %hnt[/record]
You sharpened my blade, now I'll sharpen yours. %hnt2[/record]
Fer me drinkin' buddy, of course. %hnt2[/record]
. %hnt2 At least that what the Thieves Guild says.[/record]
%hnt2 It's all over the Dark Brotherhood.[/end]"
8354,"光明节被[/center]庆祝为圣日
伊利亚克湾落锤省的大多数村庄。[/center]
祈求农耕渔业发达[/中心]
年，并且非常重视。[/center]
[/结尾]","The Day of Lights is celebrated as a holy day by[/center]
most villages in Hammerfell on the Iliac Bay.[/center]
It is a prayer for a good farming and fishing[/center]
year, and is taken very seriously.[/center]
[/end]"
8394,"霜落三十日，皇帝诞辰，[/center]
是一年中最受欢迎的节日。太棒了[/中心]
旅游嘉年华娱乐大众，同时[/中心]
%cn的贵族们享受一年一度的[/center]
马背上的哥布林追逐。最近这些[/中心]
传统已被忽视。已经[/中心]
几十年前[/center]举办过大型狂欢节
%cn 以及更长时间 [/center]
%ct 的 %t 赞助了哥布林追逐。[/center]
[/结尾]","Once the 30th of Frostfall, the Emperor's Birthday,[/center]
was the most popular holiday of the year. Great[/center]
traveling carnivals entertained the masses, while[/center]
the aristocracy of %cn enjoyed the annual[/center]
Goblin Chase on horseback. Recently, these[/center]
traditions have fallen into neglect. It has been[/center]
decades since there was a big carnival in[/center]
%cn and longer still since a[/center]
%t of the %ct sponsered a Goblin Chase.[/center]
[/end]"
8718,"（仅限脚轮）[/左]
[/左边]
乌木邮件是一件被创造的神器[/左]
在有记载的历史之前，根据[/左]
传说，黑暗精灵女神[/左]
波耶西亚。她决定谁[/左]
应该保留邮件以及保留多长时间[/left]
一次。如果被认为值得，它的力量就会授予[/左]
佩戴者对所有常见的东西都刀枪不入[/左]
消耗天赋的魔法攻击和[/左]
健康。只有 Boethiah 一人[/left]
确定一个人何时不符合资格[/left]
不再携带乌木邮件，并且[/左]
女神可以很任性。[/左]
[/左边]
法术：抵抗火，盾，[/左]
和法术护盾[/左]
[/结尾]","(caster only)[/left]
[/left]
The Ebony Mail is an artifact created[/left]
before recorded history, according to[/left]
legend, by the Dark Elven goddess[/left]
Boethiah. It is she who determines who[/left]
should possess the Mail and for how long[/left]
a time. If judged worthy, its power grants[/left]
the wearer invulnerability to all common[/left]
magical attacks that drain talents and[/left]
health. It is Boethiah alone who[/left]
determines when a person is ineligible[/left]
to bear the Ebony Mail any longer, and[/left]
the goddess can be very capricious.[/left]
[/left]
Spells: Resist Fire, Shield,[/left]
and Spell Shield[/left]
[/end]"
9000.39,"39. 因为你表达了兴趣，你的军械大师[/左]
     告诉你一些关于认识魔法的提示[/左]
     武器。后来你和几个人一起练习射箭[/左]
     朋友们。一个从来都不是强大弓箭手的男孩[/左]
     成为一名神枪手。你突然[/左]
     意识到他正在使用魔法箭。你做什么[/左]
     做什么？：[/左]
 a) 告诉其他人有关箭头的信息。在友谊赛中[/左]
     射箭比赛，使用魔法箭是作弊行为。[/左]
 b) 告诉你的朋友你注意到他正在使用魔法[/left]
     箭头，如果他没有给你一些，你会告诉[/left]
     武器大师和其他人背后的原因[/左]
     改进。[/左]
 c) 什么也不说。如果你需要魔法箭[/左]
     你以后可以随时向他提一些事情。之后[/左]
     所有，魔法并不是真正的作弊，它是不同的[/左]
     技能。[/左]","39.    Because you expressed interest, your Armsmaster[/left]
     told you a few hints about recognizing magical[/left]
     weaponry. Later you are practicing archery with a few[/left]
     friends. One boy who was never a strong archer has[/left]
     become something of a sharpshooter. You suddenly[/left]
     realize that he is using magical arrows. What do you[/left]
     do?:[/left]
 a)  Tell the others about the arrows. In a friendly[/left]
     archery match, using magical arrows is cheating.[/left]
 b)  Tell your friend you noticed that he was using magical[/left]
     arrows, and if he doesn't get you some, you will tell[/left]
     the Armsmaster and the others the reason behind his[/left]
     improvement.[/left]
 c)  Say nothing. If you have a need for magical arrows[/left]
     you can always mention something to him later. After[/left]
     all, magic is not really a cheat, it is a different[/left]
     skill.[/left]"
28,%hnt[/结束],%hnt[/end]
33,"你无法修复魔法物品。[/center]
[/结尾]","You cannot repair magic items.[/center]
[/end]"
35,"您的声誉发生了如下变化：[/left]
[/左边]
平民：[/pos:x=70,y=0]%r1[/left]
商户：[/pos:x=70,y=0]%r2[/left]
学者：[/pos:x=70,y=0]%r3[/left]
贵族：[/pos:x=70,y=0]%r4[/left]
地狱：[/pos:x=70,y=0]%r5[/left]
[/结尾]","Your reputation have changed as follows:[/left]
[/left]
Commoners: [/pos:x=70,y=0]%r1[/left]
Merchants: [/pos:x=70,y=0]%r2[/left]
Scholars: [/pos:x=70,y=0]%r3[/left]
Nobility: [/pos:x=70,y=0]%r4[/left]
Underworld: [/pos:x=70,y=0]%r5[/left]
[/end]"
286,"你已经拥有房子了。你必须卖掉它[/center]
在我们可以向您出售另一个之前。[/center]
[/结尾]","You already own a house. You must sell it[/center]
before we can sell you another.[/center]
[/end]"
